id,prompt,reference,hypothesis,hypothesis_rev,prompts_plus_orth,prompts_plus_hypo,prompt_aligned,prompt_aligned_rev
S03C047M3_1LG,vriend,CORRECTLY_READ,vriend,vriend,0,0,vriend,vriend
S03C047M3_1LG,gauw,CORRECTLY_READ,goud,goud,0,1,gauw,gauw
S03C047M3_1LG,chips,CORRECTLY_READ,chips,chips,0,0,chips,chips
S03C047M3_1LG,groen,CORRECTLY_READ,groen,groen,0,0,groen,groen
S03C047M3_1LG,feest,CORRECTLY_READ,feest,feest,0,0,feest,feest
S03C047M3_1LG,reis,CORRECTLY_READ,reis,reis,0,0,reis,reis
S03C047M3_1LG,jas,CORRECTLY_READ,jas,jas,0,0,jas,jas
S03C047M3_1LG,huis,CORRECTLY_READ,huis,huis,0,0,huis,huis
S03C047M3_1LG,paard,CORRECTLY_READ,paard,paard,0,0,paard,paard
S03C047M3_1LG,vijf,CORRECTLY_READ,vijf,vijf,0,0,vijf,vijf
S03C047M3_1LG,muts,CORRECTLY_READ,muts,muts,0,0,muts,muts
S03C047M3_1LG,nieuw,CORRECTLY_READ,nieuw,nieuw,0,0,nieuw,nieuw
S03C047M3_1LG,kind,CORRECTLY_READ,kind,kind,0,0,kind,kind
S03C047M3_1LG,bang,CORRECTLY_READ,bang,bang,0,0,bang,bang
S03C047M3_1LG,oog,CORRECTLY_READ,oog,oog,0,0,oog,oog
S03C047M3_1LG,zacht,CORRECTLY_READ,zacht,zacht,0,0,zacht,zacht
S03C047M3_1LG,schoen,CORRECTLY_READ,schoen,schoen,0,0,schoen,schoen
S03C047M3_1LG,plas,CORRECTLY_READ,plas,plas,0,0,plas,plas
S03C047M3_1LG,neus,CORRECTLY_READ,neus,neus,0,0,neus,neus
S03C047M3_1LG,knoop,CORRECTLY_READ,knoop,knoop,0,0,knoop,knoop
S03C047M3_1LG,plank,CORRECTLY_READ,plank,plank,0,0,plank,plank
S03C047M3_2LG,water,CORRECTLY_READ,water,water,0,0,*water,*water
S03C047M3_2LG,mevrouw,CORRECTLY_READ,mevrouw,mevrouw,0,0,mevrouw,mevrouw
S03C047M3_2LG,drogen,CORRECTLY_READ,drogen,drogen,0,0,drogen,drogen
S03C047M3_2LG,winkel,CORRECTLY_READ,winkel,winkel,0,0,winkel,winkel
S03C047M3_2LG,auto,CORRECTLY_READ,auto,auto,0,0,auto,auto
S03C047M3_2LG,schouder,CORRECTLY_READ,schouders,schouders,0,0,schouder*,schouder*
S03C047M3_2LG,verhaal,CORRECTLY_READ,verhaal,verhaal,0,0,verhaal,verhaal
S03C047M3_2LG,koning,CORRECTLY_READ,koning,koning,0,0,koning,koning
S03C047M3_2LG,moeilijk,CORRECTLY_READ,moeilijk,moeilijk,0,0,moeilijk,moeilijk
S03C047M3_2LG,speelplaats,CORRECTLY_READ,speelplaats,speelplaats,0,0,speelplaats,speelplaats
S03C047M3_2LG,drinken,CORRECTLY_READ,drinken,drinken,0,0,drinken,drinken
S03C047M3_2LG,hoofdpijn,CORRECTLY_READ,hoofdpijn,hoofdpijn,0,0,hoofdpijn,hoofdpijn
S03C047M3_2LG,regen,CORRECTLY_READ,regen,regen,0,0,regen,regen
S03C047M3_2LG,vliegtuig,CORRECTLY_READ,vliegtuig,vliegtuig,0,0,vliegtuig,vliegtuig
S03C047M3_2LG,stoppen,CORRECTLY_READ,stoppen,stoppen,0,0,stoppen,stoppen
S03C047M3_2LG,opnieuw,CORRECTLY_READ,opnieuw,opnieuw,0,0,opnieuw,opnieuw
S03C047M3_2LG,gooien,CORRECTLY_READ,gooien,gooien,0,0,gooien,gooien
S03C047M3_2LG,schreeuwen,CORRECTLY_READ,s**neeuwen,sn**eeuwen,0,1,schreeuwen,schreeuwen
S03C047M3_2LG,moeder,CORRECTLY_READ,moeder,moeder,0,0,moeder,moeder
S03C047M3_2LG,liedje,CORRECTLY_READ,liedje,liedje,0,0,liedje,liedje
S03C047M3_2LG,potlood,CORRECTLY_READ,potlood,potlood,0,0,potlood,potlood
S03C047M3_2LG,fietsbel,CORRECTLY_READ,fietsbel,fietsbel,0,0,fietsbel,fietsbel
S03C047M3_2LG,vinger,CORRECTLY_READ,vinger,vinger,0,0,vinger,vinger
S03C047M3_2LG,dichtbij,CORRECTLY_READ,dichtbij,dichtbij,0,0,dichtbij,dichtbij
S03C047M3_2LG,meisje,CORRECTLY_READ,meisje,meisje,0,0,meisje,meisje
S03C047M3_2LG,chauffeur,CORRECTLY_READ,chauffeur,chauffeur,0,0,chauffeur,chauffeur
S03C047M3_2LG,muziek,CORRECTLY_READ,muziek,muziek,0,0,muziek,muziek
S03C047M3_2LG,waarom,CORRECTLY_READ,waarom,waarom,0,0,waarom,waarom
S03C047M3_2LG,scheuren,CORRECTLY_READ,scheuren,scheuren,0,0,scheuren,scheuren
S03C047M3_2LG,lawaai,CORRECTLY_READ,lawaai,lawaai,0,0,lawaai,lawaai
S03C047M3_2LG,zwemmen,CORRECTLY_READ,zwemmen,zwemmen,0,0,zwemmen,zwemmen
S03C047M3_2LG,vuurwerk,CORRECTLY_READ,vuurwerk,vuurwerk,0,0,vuurwerk,vuurwerk
S03C047M3_2LG,appel,CORRECTLY_READ,appel,appel,0,0,appel,appel
S03C047M3_2LG,cola,CORRECTLY_READ,cola,cola,0,0,cola,cola
S03C047M3_2LG,kussen,CORRECTLY_READ,kussen,kussen,0,0,kussen,kussen
S03C047M3_2LG,eerste,CORRECTLY_READ,eerste,eerste,0,0,eerste,eerste
S03C047M3_2LG,circus,CORRECTLY_READ,circus,circus,0,0,circus,circus
S03C047M3_2LG,kleuren,CORRECTLY_READ,kleuren,kleuren,0,0,kleuren,kleuren
S03C047M3_2LG,voetbal,CORRECTLY_READ,voetbal,voetbal,0,0,voetbal,voetbal
S03C047M3_2LG,vlinder,CORRECTLY_READ,vlinder,vlinder,0,0,vlinder,vlinder
S03C047M3_3+4LG,omdraaien,CORRECTLY_READ,omdraaien,omdraaien,0,0,*omdraaien,*omdraaien
S03C047M3_3+4LG,poppenwagen,CORRECTLY_READ,poppenwagen,poppenwagen,0,0,poppenwagen,poppenwagen
S03C047M3_3+4LG,konijnenhok,CORRECTLY_READ,konijnenhok,konijnenhok,0,0,konijnenhok,konijnenhok
S03C047M3_3+4LG,elastiekje,CORRECTLY_READ,elastiekje,elastiekje,0,0,elastiekje,elastiekje
S03C047M3_3+4LG,ruziemaken,CORRECTLY_READ,ruzie maken,ruzie maken,0,1,ruzie*maken,ruzie*maken
S03C047M3_3+4LG,teddybeer,CORRECTLY_READ,teddybeer,teddybeer,0,0,teddybeer,teddybeer
S03C047M3_3+4LG,dierentuin,CORRECTLY_READ,dierentuin,dierentuin,0,0,dierentuin,dierentuin
S03C047M3_3+4LG,paddenstoelen,CORRECTLY_READ,paddenstoelen,paddenstoelen,0,0,paddenstoelen,paddenstoelen
S03C047M3_3+4LG,verstoppetje,CORRECTLY_READ,verstoppertje,verstoppertje,0,1,verstoppe*tje,verstoppe*tje
S03C047M3_3+4LG,wasmachine,CORRECTLY_READ,wasmachine,wasmachine,0,0,wasmachine,wasmachine
S03C047M3_3+4LG,fototoestel,CORRECTLY_READ,fototoestel,fototoestel,0,0,fototoestel,fototoestel
S03C047M3_3+4LG,toiletpapier,CORRECTLY_READ,toiletpapier,toiletpapier,0,0,toiletpapier,toiletpapier
S03C047M3_3+4LG,vrachtwagen,CORRECTLY_READ,vrachtwagen,vrachtwagen,0,0,vrachtwagen,vrachtwagen
S03C047M3_3+4LG,buurmannen,e/25,buurma***n,buurman***,1,1,buurmannen,buurmannen
S03C047M3_3+4LG,vogelkooi,CORRECTLY_READ,vogelkooi,vogelkooi,0,0,vogelkooi,vogelkooi
S03C047M3_3+4LG,olifant,CORRECTLY_READ,olifant,olifant,0,0,olifant,olifant
S03C047M3_3+4LG,schommelen,CORRECTLY_READ,schommelen,schommelen,0,0,schommelen,schommelen
S03C047M3_3+4LG,iedereen,CORRECTLY_READ,iedereen,iedereen,0,0,iedereen,iedereen
S03C047M3_3+4LG,schoenenwinkel,CORRECTLY_READ,schoenenwinkel,schoenenwinkel,0,0,schoenenwinkel,schoenenwinkel
S03C047M3_3+4LG,knutselen,CORRECTLY_READ,knutselen,knutselen,0,0,knutselen,knutselen
S03C047M3_3+4LG,ophangen,CORRECTLY_READ,ophangen,ophangen,0,0,ophangen,ophangen
S03C047M3_3+4LG,verjaardag,CORRECTLY_READ,verjaardag,verjaardag,0,0,verjaardag,verjaardag
S03C047M3_3+4LG,sprookjesboek,CORRECTLY_READ,sprookjesboek,sprookjesboek,0,0,sprookjesboek,sprookjesboek
S03C047M3_3+4LG,tandenborstel,CORRECTLY_READ,tandenborstel,tandenborstel,0,0,tandenborstel,tandenborstel
S03C047M3_3+4LG,lucifer,CORRECTLY_READ,lucifer,lucifer,0,0,lucifer,lucifer
S03C047M3_3+4LG,slaapkamer,CORRECTLY_READ,slaapkamer,slaapkamer,0,0,slaapkamer,slaapkamer
S03C047M3_3+4LG,achterdeur,CORRECTLY_READ,achterdeur,achterdeur,0,0,achterdeur,achterdeur
S03C047M3_3+4LG,ziekenhuis,CORRECTLY_READ,ziekenhuis,ziekenhuis,0,0,ziekenhuis,ziekenhuis
S03C047M3_3+4LG,nieuwsgierig,CORRECTLY_READ,nieuwsg*erig,nieuwsg*erig,0,1,nieuwsgierig,nieuwsgierig
S03C047M3_3+4LG,afblijven,CORRECTLY_READ,afblijven,afblijven,0,0,afblijven,afblijven
S03C047M3_3+4LG,kabouter,CORRECTLY_READ,kabouter,kabouter,0,0,kabouter,kabouter
S03C047M3_3+4LG,washandje,CORRECTLY_READ,washandje,washandje,0,0,washandje,washandje
S03C047M3_3+4LG,sneeuwwitje,CORRECTLY_READ,sneeuwwitje,sneeuwwitje,0,0,sneeuwwitje,sneeuwwitje
S03C047M3_3+4LG,goeiendag,CORRECTLY_READ,goe*dendag,goed*endag,0,1,goei*endag,goe*iendag
S03C047M3_3+4LG,vakantie,CORRECTLY_READ,vakantie,vakantie,0,0,vakantie,vakantie
S03C047M3_3+4LG,limonade,CORRECTLY_READ,limonade,limonade,0,0,limonade,limonade
S03C047M3_3+4LG,autorijden,CORRECTLY_READ,autorijden,autorijden,0,0,autorijden,autorijden
S03C047M3_3+4LG,eindelijk,CORRECTLY_READ,eindelijk,eindelijk,0,0,eindelijk,eindelijk
S03C047M3_3+4LG,familie,CORRECTLY_READ,familie,familie,0,0,familie,familie
S03C047M3_3+4LG,chocolade,CORRECTLY_READ,chocolade,chocolade,0,0,chocolade,chocolade
S03C048V3_1LG,klas,CORRECTLY_READ,glas,glas,0,1,*klas,*klas
S03C048V3_1LG,mooi,CORRECTLY_READ,mooi,mooi,0,0,mooi,mooi
S03C048V3_1LG,koe,CORRECTLY_READ,koek,koek,0,0,koe*,koe*
S03C048V3_1LG,arm,CORRECTLY_READ,arm,arm,0,0,arm,arm
S03C048V3_1LG,groei,CORRECTLY_READ,groei,groei,0,0,groei,groei
S03C048V3_1LG,strand,28,st*a*al,sta*al*,1,1,stran*d,st*rand
S03C048V3_1LG,bed,CORRECTLY_READ,pet,pet,0,1,bed,bed
S03C048V3_1LG,eerst,CORRECTLY_READ,eerst,eerst,0,0,eerst,eerst
S03C048V3_1LG,voor,CORRECTLY_READ,voor,voor,0,0,voor,voor
S03C048V3_1LG,draai,CORRECTLY_READ,draai,draai,0,0,draai,draai
S03C048V3_1LG,sjaal,CORRECTLY_READ,sjaal,sjaal,0,0,sjaal,sjaal
S03C048V3_1LG,herfst,CORRECTLY_READ,herfst,herfst,0,0,herfst,herfst
S03C048V3_1LG,duur,CORRECTLY_READ,deur,deur,0,1,duur,duur
S03C048V3_1LG,straat,e/1,st*aart,st*aart,1,1,straa*t,straa*t
S03C048V3_1LG,leeuw,CORRECTLY_READ,leeuw,leeuw,0,0,leeuw,leeuw
S03C048V3_1LG,clown,CORRECTLY_READ,blo*em,bloem*,0,1,clow*n,clo*wn
S03C048V3_1LG,hoek,e/23,hoek,hoek,1,0,hoek,hoek
S03C048V3_1LG,krant,g/10,krant,krant,1,0,krant,krant
S03C048V3_1LG,hout,CORRECTLY_READ,hout,hout,0,0,hout,hout
S03C048V3_1LG,vriend,CORRECTLY_READ,vriend,vriend,0,0,vriend,vriend
S03C048V3_1LG,gauw,CORRECTLY_READ,schouw,schouw,0,1,g**auw,**gauw
S03C048V3_1LG,chips,g/5,schip*,schip*,1,1,*chips,*chips
S03C048V3_1LG,groen,CORRECTLY_READ,groen,groen,0,0,groen,groen
S03C048V3_1LG,feest,CORRECTLY_READ,feest,feest,0,0,feest,feest
S03C048V3_1LG,reis,CORRECTLY_READ,reis,reis,0,0,reis,reis
S03C048V3_1LG,jas,CORRECTLY_READ,jas,jas,0,0,jas,jas
S03C048V3_1LG,huis,CORRECTLY_READ,g*ras,gra*s,0,1,hu*is,*huis
S03C048V3_1LG,paard,CORRECTLY_READ,paard,paard,0,0,paard,paard
S03C048V3_1LG,vijf,CORRECTLY_READ,vijf,vijf,0,0,vijf,vijf
S03C048V3_1LG,muts,CORRECTLY_READ,muts,muts,0,0,muts,muts
S03C048V3_1LG,nieuw,CORRECTLY_READ,nieuw,nieuw,0,0,nieuw,nieuw
S03C048V3_1LG,kind,CORRECTLY_READ,kind,kind,0,0,kind,kind
S03C048V3_1LG,bang,CORRECTLY_READ,bang,bang,0,0,bang,bang
S03C048V3_1LG,oog,CORRECTLY_READ,oog,oog,0,0,oog,oog
S03C048V3_1LG,zacht,CORRECTLY_READ,zacht,zacht,0,0,zacht,zacht
S03C048V3_1LG,schoen,CORRECTLY_READ,schoenen,schoenen,0,0,schoen**,scho**en
S03C048V3_1LG,plas,g/30/38,plas,plas,1,0,plas,plas
S03C048V3_1LG,neus,CORRECTLY_READ,neus,neus,0,0,neus,neus
S03C048V3_1LG,knoop,CORRECTLY_READ,knoop,knoop,0,0,knoop,knoop
S03C048V3_1LG,plank,CORRECTLY_READ,plank,plank,0,0,plank,plank
S03C048V3_2LG,water,CORRECTLY_READ,water,water,0,0,*water,*water
S03C048V3_2LG,mevrouw,CORRECTLY_READ,mevrouw,mevrouw,0,0,mevrouw,mevrouw
S03C048V3_2LG,drogen,CORRECTLY_READ,drogen,drogen,0,0,drogen,drogen
S03C048V3_2LG,winkel,CORRECTLY_READ,winkel,winkel,0,0,winkel,winkel
S03C048V3_2LG,auto,CORRECTLY_READ,auto,auto,0,0,auto,auto
S03C048V3_2LG,schouder,CORRECTLY_READ,schouders,schouders,0,0,schouder*,schouder*
S03C048V3_2LG,verhaal,CORRECTLY_READ,verhaal,verhaal,0,0,verhaal,verhaal
S03C048V3_2LG,koning,CORRECTLY_READ,koning,koning,0,0,koning,koning
S03C048V3_2LG,moeilijk,CORRECTLY_READ,moeilijk,moeilijk,0,0,moeilijk,moeilijk
S03C048V3_2LG,speelplaats,CORRECTLY_READ,speelplaats,speelplaats,0,0,speelplaats,speelplaats
S03C048V3_2LG,drinken,CORRECTLY_READ,drinken,drinken,0,0,drinken,drinken
S03C048V3_2LG,hoofdpijn,CORRECTLY_READ,hoofdpijn,hoofdpijn,0,0,hoofdpijn,hoofdpijn
S03C048V3_2LG,regen,CORRECTLY_READ,regen,regen,0,0,regen,regen
S03C048V3_2LG,vliegtuig,CORRECTLY_READ,vliegtuig,vliegtuig,0,0,vliegtuig,vliegtuig
S03C048V3_2LG,stoppen,g/10,stoppen,stoppen,1,0,stoppen,stoppen
S03C048V3_2LG,opnieuw,CORRECTLY_READ,opnieuw,opnieuw,0,0,opnieuw,opnieuw
S03C048V3_2LG,gooien,CORRECTLY_READ,gooien,gooien,0,0,gooien,gooien
S03C048V3_2LG,schreeuwen,CORRECTLY_READ,s**neeuwen,sn**eeuwen,0,1,schreeuwen,schreeuwen
S03C048V3_2LG,moeder,CORRECTLY_READ,moeder,moeder,0,0,moeder,moeder
S03C048V3_2LG,liedje,CORRECTLY_READ,liedje,liedje,0,0,liedje,liedje
S03C048V3_2LG,potlood,CORRECTLY_READ,pootlood,pootlood,0,1,po*tlood,p*otlood
S03C048V3_2LG,fietsbel,CORRECTLY_READ,fietsbellen,fietsbellen,0,0,fietsbel***,fietsbe*l**
S03C048V3_2LG,vinger,CORRECTLY_READ,vinger,vinger,0,0,vinger,vinger
S03C048V3_2LG,dichtbij,CORRECTLY_READ,dichtbij,dichtbij,0,0,dichtbij,dichtbij
S03C048V3_2LG,meisje,CORRECTLY_READ,meisje,meisje,0,0,meisje,meisje
S03C048V3_2LG,chauffeur,CORRECTLY_READ,chauffeur,chauffeur,0,0,chauffeur,chauffeur
S03C048V3_2LG,muziek,CORRECTLY_READ,muziek,muziek,0,0,muziek,muziek
S03C048V3_2LG,waarom,CORRECTLY_READ,waarom,waarom,0,0,waarom,waarom
S03C048V3_2LG,scheuren,CORRECTLY_READ,scheuren,scheuren,0,0,scheuren,scheuren
S03C048V3_2LG,lawaai,CORRECTLY_READ,lawaai,lawaai,0,0,lawaai,lawaai
S03C048V3_2LG,zwemmen,CORRECTLY_READ,zwemmen,zwemmen,0,0,zwemmen,zwemmen
S03C048V3_2LG,vuurwerk,CORRECTLY_READ,vuurwerk,vuurwerk,0,0,vuurwerk,vuurwerk
S03C048V3_2LG,appel,28,a***b,ab***,1,1,appel,appel
S03C048V3_2LG,cola,CORRECTLY_READ,cola,cola,0,0,cola,cola
S03C048V3_2LG,kussen,g/35/5,kussen,kussen,1,0,kussen,kussen
S03C048V3_2LG,eerste,CORRECTLY_READ,*hers*en,he*rs*en,0,1,e*erste*,*eerste*
S03C048V3_2LG,circus,CORRECTLY_READ,circus,circus,0,0,circus,circus
S03C048V3_2LG,kleuren,CORRECTLY_READ,pleuren,pleuren,0,1,kleuren,kleuren
S03C048V3_2LG,voetbal,CORRECTLY_READ,voetbal,voetbal,0,0,voetbal,voetbal
S03C048V3_2LG,vlinder,CORRECTLY_READ,vlinder,vlinder,0,0,vlinder,vlinder
S03C048V3_3+4LG,omdraaien,CORRECTLY_READ,omdraaien,omdraaien,0,0,*omdraaien,*omdraaien
S03C048V3_3+4LG,poppenwagen,g/14/30/38,poppen wagen,poppen wagen,1,1,poppen*wagen,poppen*wagen
S03C048V3_3+4LG,konijnenhok,g/14/35,konijnenklok,konijnenklok ijs,1,1,konijnenh*ok,konijnen*hok****
S03C048V3_3+4LG,elastiekje,c/35,ijs elastiekje,elastiekje,1,0,****elastiekje,elastiekje
S03C048V3_3+4LG,ruziemaken,CORRECTLY_READ,ruzie maken,ruzie maken teddybeer,0,1,ruzie*maken,ruzie*maken**********
S03C048V3_3+4LG,teddybeer,CORRECTLY_READ,teddybeer,teddybeer,0,0,teddybeer,teddybeer
S03C048V3_3+4LG,dierentuin,CORRECTLY_READ,teddybeer dierentuin,dierentuin,0,0,**d********ierentuin,dierentuin
S03C048V3_3+4LG,paddenstoelen,e/25,pannenstoel**,pannenstoel**,1,1,paddenstoelen,paddenstoelen
S03C048V3_3+4LG,verstoppetje,CORRECTLY_READ,verstoppertje,verstoppertje,0,1,verstoppe*tje,verstoppe*tje
S03C048V3_3+4LG,wasmachine,CORRECTLY_READ,wasmachine,wasmachine,0,0,wasmachine,wasmachine
S03C048V3_3+4LG,fototoestel,CORRECTLY_READ,fototoestel,fototoestel,0,0,fototoestel,fototoestel
S03C048V3_3+4LG,toiletpapier,CORRECTLY_READ,toiletpapier,toiletpapier,0,0,toiletpapier,toiletpapier
S03C048V3_3+4LG,vrachtwagen,CORRECTLY_READ,vrachtwagen,vrachtwagen,0,0,vrachtwagen,vrachtwagen
S03C048V3_3+4LG,buurmannen,CORRECTLY_READ,buurmannen,buurmannen,0,0,buurmannen,buurmannen
S03C048V3_3+4LG,vogelkooi,CORRECTLY_READ,vogelkooi,vogelkooi,0,0,vogelkooi,vogelkooi
S03C048V3_3+4LG,olifant,CORRECTLY_READ,olifant,olifant,0,0,olifant,olifant
S03C048V3_3+4LG,schommelen,CORRECTLY_READ,schommelen,schommelen,0,0,schommelen,schommelen
S03C048V3_3+4LG,iedereen,CORRECTLY_READ,iedereen,iedereen,0,0,iedereen,iedereen
S03C048V3_3+4LG,schoenenwinkel,e/25,scho**olwinkel,school**winkel,1,1,schoenenwinkel,schoenenwinkel
S03C048V3_3+4LG,knutselen,CORRECTLY_READ,knutselen,knutselen,0,0,knutselen,knutselen
S03C048V3_3+4LG,ophangen,CORRECTLY_READ,ophangen,ophangen,0,0,ophangen,ophangen
S03C048V3_3+4LG,verjaardag,CORRECTLY_READ,verjaardag,verjaardag,0,0,verjaardag,verjaardag
S03C048V3_3+4LG,sprookjesboek,g/21,sp*ookjes boek,sp*ookjes boek,1,1,sprookjes*boek,sprookjes*boek
S03C048V3_3+4LG,tandenborstel,CORRECTLY_READ,tanden borstel,tanden borstel,0,1,tanden*borstel,tanden*borstel
S03C048V3_3+4LG,lucifer,CORRECTLY_READ,lucifer,lucifer,0,0,lucifer,lucifer
S03C048V3_3+4LG,slaapkamer,CORRECTLY_READ,slaapkamer,slaapkamer,0,0,slaapkamer,slaapkamer
S03C048V3_3+4LG,achterdeur,CORRECTLY_READ,achterdeur,achterdeur,0,0,achterdeur,achterdeur
S03C048V3_3+4LG,ziekenhuis,CORRECTLY_READ,ziekenhuis,ziekenhuis,0,0,ziekenhuis,ziekenhuis
S03C048V3_3+4LG,nieuwsgierig,CORRECTLY_READ,nieuwsgierig,nieuwsgierig,0,0,nieuwsgierig,nieuwsgierig
S03C048V3_3+4LG,afblijven,CORRECTLY_READ,afblijven,afblijven,0,0,afblijven,afblijven
S03C048V3_3+4LG,kabouter,CORRECTLY_READ,kabouter,kabouter,0,0,kabouter,kabouter
S03C048V3_3+4LG,washandje,CORRECTLY_READ,washandje,washandje,0,0,washandje,washandje
S03C048V3_3+4LG,sneeuwwitje,CORRECTLY_READ,sneeuw sneeuwtje,sneeuw sneeuw*tje,0,1,sneeuw*w*i***tje,sneeuw******witje
S03C048V3_3+4LG,goeiendag,CORRECTLY_READ,goeiendag,goeiendag,0,0,goeiendag,goeiendag
S03C048V3_3+4LG,vakantie,CORRECTLY_READ,vakantie,vakantie,0,0,vakantie,vakantie
S03C048V3_3+4LG,limonade,CORRECTLY_READ,limonade,limonade,0,0,limonade,limonade
S03C048V3_3+4LG,autorijden,CORRECTLY_READ,autorijden,autorijden,0,0,autorijden,autorijden
S03C048V3_3+4LG,eindelijk,CORRECTLY_READ,eindelijk,eindelijk,0,0,eindelijk,eindelijk
S03C048V3_3+4LG,familie,CORRECTLY_READ,familie,familie,0,0,familie,familie
S03C048V3_3+4LG,chocolade,CORRECTLY_READ,chocolade,chocolade,0,0,chocolade,chocolade
S03C049M3_1LG,klas,CORRECTLY_READ,glas,glas,0,1,*klas,*klas
S03C049M3_1LG,mooi,CORRECTLY_READ,mooi,mooi,0,0,mooi,mooi
S03C049M3_1LG,koe,CORRECTLY_READ,koe,koe,0,0,koe,koe
S03C049M3_1LG,arm,CORRECTLY_READ,arm,arm,0,0,arm,arm
S03C049M3_1LG,groei,CORRECTLY_READ,groei,groei,0,0,groei,groei
S03C049M3_1LG,strand,CORRECTLY_READ,strand,strand,0,0,strand,strand
S03C049M3_1LG,bed,CORRECTLY_READ,bed,bed,0,0,bed,bed
S03C049M3_1LG,eerst,CORRECTLY_READ,eerst,eerst,0,0,eerst,eerst
S03C049M3_1LG,voor,CORRECTLY_READ,voor,voor,0,0,voor,voor
S03C049M3_1LG,draai,CORRECTLY_READ,dr**ie,drie*,0,1,draai*,draai
S03C049M3_1LG,sjaal,CORRECTLY_READ,schaal,schaal,0,1,sj*aal,s*jaal
S03C049M3_1LG,herfst,CORRECTLY_READ,herfst,herfst,0,0,herfst,herfst
S03C049M3_1LG,duur,CORRECTLY_READ,deur,deur,0,1,duur,duur
S03C049M3_1LG,straat,CORRECTLY_READ,straat,straat,0,0,straat,straat
S03C049M3_1LG,leeuw,CORRECTLY_READ,leeuw,leeuw,0,0,leeuw,leeuw
S03C049M3_1LG,clown,CORRECTLY_READ,clown,clown,0,0,clown,clown
S03C049M3_1LG,hoek,CORRECTLY_READ,hoek,hoek,0,0,hoek,hoek
S03C049M3_1LG,krant,CORRECTLY_READ,krant,krant,0,0,krant,krant
S03C049M3_1LG,hout,CORRECTLY_READ,hout,hout,0,0,hout,hout
S03C049M3_1LG,vriend,CORRECTLY_READ,vriend,vriend,0,0,vriend,vriend
S03C049M3_1LG,gauw,CORRECTLY_READ,pauw,pauw,0,1,gauw,gauw
S03C049M3_1LG,chips,CORRECTLY_READ,chips,chips,0,0,chips,chips
S03C049M3_1LG,groen,CORRECTLY_READ,groen,groen,0,0,groen,groen
S03C049M3_1LG,feest,CORRECTLY_READ,feest,feest,0,0,feest,feest
S03C049M3_1LG,reis,CORRECTLY_READ,r*ijst,r*ijst,0,1,rei*s*,rei*s*
S03C049M3_1LG,jas,CORRECTLY_READ,jas,jas,0,0,jas,jas
S03C049M3_1LG,huis,CORRECTLY_READ,huis,huis,0,0,huis,huis
S03C049M3_1LG,paard,CORRECTLY_READ,paard,paard,0,0,paard,paard
S03C049M3_1LG,vijf,CORRECTLY_READ,vijf,vijf,0,0,vijf,vijf
S03C049M3_1LG,muts,CORRECTLY_READ,muts,muts,0,0,muts,muts
S03C049M3_1LG,nieuw,CORRECTLY_READ,nieuw,nieuw,0,0,nieuw,nieuw
S03C049M3_1LG,kind,CORRECTLY_READ,kind,kind,0,0,kind,kind
S03C049M3_1LG,bang,10,bang,bang,1,0,bang,bang
S03C049M3_1LG,oog,CORRECTLY_READ,oog,oog,0,0,oog,oog
S03C049M3_1LG,zacht,CORRECTLY_READ,zacht,zacht,0,0,zacht,zacht
S03C049M3_1LG,schoen,CORRECTLY_READ,schoen,schoen,0,0,schoen,schoen
S03C049M3_1LG,plas,CORRECTLY_READ,plas,plas,0,0,plas,plas
S03C049M3_1LG,neus,CORRECTLY_READ,neus,neus,0,0,neus,neus
S03C049M3_1LG,knoop,CORRECTLY_READ,knoop,knoop,0,0,knoop,knoop
S03C049M3_1LG,plank,CORRECTLY_READ,plank,plank,0,0,plank,plank
S03C049M3_2LG,water,CORRECTLY_READ,water,water,0,0,*water,*water
S03C049M3_2LG,mevrouw,CORRECTLY_READ,mevrouw,mevrouw,0,0,mevrouw,mevrouw
S03C049M3_2LG,drogen,CORRECTLY_READ,drogen,drogen,0,0,drogen,drogen
S03C049M3_2LG,winkel,CORRECTLY_READ,winkel,winkel,0,0,winkel,winkel
S03C049M3_2LG,auto,CORRECTLY_READ,auto,auto,0,0,auto,auto
S03C049M3_2LG,schouder,CORRECTLY_READ,schouders,schouders,0,0,schouder*,schouder*
S03C049M3_2LG,verhaal,CORRECTLY_READ,verhaal,verhaal,0,0,verhaal,verhaal
S03C049M3_2LG,koning,CORRECTLY_READ,koning,koning,0,0,koning,koning
S03C049M3_2LG,moeilijk,CORRECTLY_READ,moeilijk,moeilijk,0,0,moeilijk,moeilijk
S03C049M3_2LG,speelplaats,CORRECTLY_READ,speelplaats,speelplaats,0,0,speelplaats,speelplaats
S03C049M3_2LG,drinken,CORRECTLY_READ,drinken,drinken,0,0,drinken,drinken
S03C049M3_2LG,hoofdpijn,CORRECTLY_READ,hoofdpijn,hoofdpijn,0,0,hoofdpijn,hoofdpijn
S03C049M3_2LG,regen,CORRECTLY_READ,regen,regen,0,0,regen,regen
S03C049M3_2LG,vliegtuig,CORRECTLY_READ,vliegtuig,vliegtuig,0,0,vliegtuig,vliegtuig
S03C049M3_2LG,stoppen,CORRECTLY_READ,stoppen,stoppen,0,0,stoppen,stoppen
S03C049M3_2LG,opnieuw,CORRECTLY_READ,opnieuw,opnieuw,0,0,opnieuw,opnieuw
S03C049M3_2LG,gooien,CORRECTLY_READ,gooien,gooien,0,0,gooien,gooien
