participant,word list,Wav2Vec2.0-CGN
5250202,kaart3B,nee voorv een rietje ef kaerd offa bet uh expordv lineaa hartelejk busmaatschappij populair honderd complex schalent rekelingv morgenochtend hebben wijerweg outrastingv fritstijl aanzien lichaamsdea oppa canaal belloningv zendlek vn et aardgas complet vogelsvin bokser temperatuur klimaat natuurtele botsing nietmachine miraal reesfit aten suok epelv suepvpel ondanks wij svereging her vinger brondkaarsrechts proefenn rijscgids absoluut in een slap kaart twee ding voetbal binnenland aardepopland rennixswerk prima stedelerk winkelbag wijsveld her haling git is uteret he herrin stof di ram ut du en onweerswolk motewel slaapkamer de romol persik persic en voedingstoffen blasta plastak perv schruisik en
5250207,kaart1B,kierge nek baas mil don zoon boot den co wiet gaafbal zoon pier laubo bes mach os mat rok ontbijt geel kei poor geit zes lo buit ps fier hap kous roes pup vasedik re vuur gaap bogenwijstouw rouw touw taal hees halvee hik sausdak rug haakluikpuil rijgas heer doos raamkuur zepraar duif men doa piep oom rijn gaas pin wolk lijn maalraam jeuk men kol bak fijn oa boor huislaan ho on tas rodjouw doof taak duik tol kies boech lap volg ser buik lek vis kal beek hen rof
5250207,kaart2B,blok speer twaalf wezens kaft paard slaas tier pracht weelt schroef grofe melk staart zelf gaan kerk stuur mels bleek helt sneeuw braam sterk platherft prins verfsneebord kersgacht staar gekortis plooi plooi kruit licht krint de wand proef schaats vreemd graum klut troon strip toets draai hel knap haast merk dewil rond speels druk kaa klei stop dwerge sproet v blond vloerstang glim glim straftent grast snoerbeeld ga graat langs reep sneu darm stro wens klont stomp klaar draf zwart practfruitstreng baas ka krap sporneuws blaar bocht kreitschaal striest graag schrik strik krants ink
5250207,kaart3B,huizer rikje verkert affebeet is ek export juniaal hartelook busmaatschappen bus bud busmaatschappij popular honderd complex stralend rekeningen mogen ochtend lawaiig uit uiterst fruitteelt aanzienlijk lichaamsteel opa kaneel bolonie zinsteel veranderingen aardgas compleet vogelspring boksort temperatuur klimaat ne tutalent botsing nietmachine miniraalra racefiets et tegn atentie soep of ondanks wijsvinger beromd kaarswecht proeven ga rijscgeeds absoluut ién stapkaart tweelin voetbal binnenband ardapotplant weddingswerker prima stat winkelwagen reist veld herhaling kretisch autoret helingstraf straf die staaf die gam du en onwerzolk ne neutraal slaapkammen dr rommelpersik een voedingstof een klat papierkruispunt
5250210,kaart1B,look speer twaal winst kaft paard sla stier pracht weeldschoef schof melk straat zelfscgraan kerk scha sterf mals bleek heel wat sneeuw braam sterk blad herst prinsverf sneeuw bord kerst grachtster curst plooi kruit licht krend want proef schaats vreemd gam k kluns troon strip toetsdrai hulp knap haast mel merk dwel romd pils druk cleistop dwerg
5250210,kaart2B,kier ze nek baas mil dom zoon boot den co bied gaaf bal zoon pier lauw besmaag os mat rook beit geel kei poor geit zes lo bijt bees vier hap kous roos pub vaas dik re vuur gap boog wijs rouw taal hé hees hal vee hik sousdak rug haak luidpul rijk gas eer doos ram keur sepe raar duifmen dolren piep om rijn gaas pin hok lijn mou raam jeuk min koelbakveen bor ne heus lan o un tas rotti ou doof taak
5250210,kaart3B,neuzor rietje verkeer alphabetisch export lineaal hartelijk busmaatschappij populair honderd complextra stralend hekening morgenochtend lawaaierig uit ster fruittilt aanzienlijk lichaamsdeel opa kanaal beloning zindelijk veranderen aardgas compleet vogels bin bokser tertemperatuur klimaat natuurtalent botsing nitmachin nit ma maniral recfid atten sie sopel op danks wijsvinger beroemd kaasrecht broeven grijs gids absoluut in stapkaart tweeling voetbal binnen want ardapollen
5250219,kaart1B,hier zee nekkebaas mil dom zoen boot den coul bid gaaf bal zoon pier laue bes maag os mat rook bij t giel kija ki poor gijft en zes nul buit b sa vier hap kous rous pup vaas dik re vuur gap boos ge wijs rouw taul hees hal v git hete sausdakrug haas hak lui luik bul reijk gras eer doos rang keur dezeepraar duif men dol piep oom reyn reyn gaspin bo
5250219,kaart2B,blook spee twaalf winst kaf kaft paard slas tier brach t wild schoef goa grof melk start zelfgam merkerk sduur mal mals bleek hel t sneeuw beraam sterkplatten herft prins verfs snee borst ke ik herst geracht sterv co corst plooi kruit ligt ka krent want proef schats vreemd groon kluts sstroon sstrip sdoets draai hul
5250219,kaart3B,neus voor een riedje verkeerd alfabetis export line jouw hartelijk busmaatschappij populair honderd complex stralend rekening morgenochtend lawairig uitderft fruit fruitdeelt aanzienlijk lichaamsdeel opa canel belona beloning zindelijk veranderen aardgas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing litmachine mxn n rouw resfits aten atentie soepel ondanks wijsvinger beromd kart
5250226,kaart1B,kiv c nekv was mil don zoon bov tem cool biet ga pal zon bier louv besv mag os mars o bijt ga hel kej por ceits sessv lon bijt bie pes vier keer hop tous loot pupfas dikke ree vuur gaat boog wijs roup taal ese al vehiksous tak luhthaag luik pel otdijk gas ia ier doos ran kuur sepeduit duif men dol i o reis o zijn caspin wok lauh uh lijn mouram jeut min cool bak fijn oor huis lan on tas rot jou doof ta
5250226,kaart2B,o pitwal winst koog koft paardslas die brachts weelts schroef groef mek staart zelfs graan kerk stuursmar mols bleek helt sneeuw braan sterk plat herft sprins vea sune bord kers grahster kort plov kruit licht krend rant ploef proef schat vreemd gram klut tro strip stoet trihup hoop knophaast merk t wil rond speels drug klei stop d weg spruod blons fluerstan
5250226,kaart3B,hes zoeen reedje verkeerd abeties h uh export lineaal hartelijk busmaatschapperle stappij popular populair honderd complex stralend rekening morgenochtend lawairig uitderft fruitteel sta waa aanzienleuk lichaamsdeo o pa kanaal beloning ziendelik ziendelik uh verander ren aardgras compleet vogelspin bokser temperatuurklimaat natuurtalent a botsing ma nietmachine minea minuraal recfits as ten ta die soepel ondanks wijsvinger benoemd kaarsrecht proeven rijstgagips nou
5260105,kaart1B,iergen e paas mil dome zom boot den kol wiet gaaf bale zol bier lo bes maag os matt e rook bij t gil ki por geif zes blol bijten bes vier ah coudes rous pe fa fast dik re vuur ga boog wijs te rouw taal ees al v hik sas dakug haa lui vul vijf gas ir dos ram keur ce ra duis men dol piet on rin gaas pin wock wock lijn mou romjeug min mu uh minn coe bak ven bor mi heus laam uen tas rot jou doof taa tuik tol
5260105,kaart2B,rok speer twaalf winst koft kaft paarsla stieerpracht wis en scgroef grof melk staa staa zelfs graankar stuurs mals blee helt sneeuw braam sterk plat hers prins rerr sneebord gerr kersch kersch grach ster korts plooi kruit lig krant want ploeg schaat riad gran p cres troon stip toets draai hulp krat haast lerk twijl rom speels drug kli stop twerg sproet blond vloer stank clim glim straf dea din gost suur beelt graaf langs riep griep
5260105,kaart3B,leusor riehje verkeerd afte betiis ix wort lit ni ouw hartelik busmatmaschappij populair honderd complex stralend en één ker in morgenochtend laweirig uiterst itild anzine gigansleol oba canaal balonin zinderlik zindelijk verandering aardgas compleet vogelswin wochser temperatuur klimaat natuurtalent botsing nietmachine mineraal resitc attentie soekwol ondanks wijsvinger beroemd kaasgrecht kaargerecht proeven rijsgids absoluut in de stapkaart tweeling voetbal binnen binneband aartappel pland renlingliswerker prima steder winkelwahen rijsvelt herhaling kritisch autored herhaling g
5260113,kaart1B,kier senek basmeil don zoon boot den coe biet graaf bal zoon pier lauw bes maag os mat rook beit giel kei pur geit zes lol buit bees vier hap kousra roes pup vaasdik re vuurgaap boog wijs rouw taal hees hal vee hik saus dak rug haak luik puil rij ka gas euer doos ram kuur zeep raar duif men dol diep piep ohm rijn gaas pin wok lijn muil raam jeuk men koel bak veen bor heus laam
5260113,kaart2B,bloek spier twaalfv winst kaft paard slaap stier pracht wildschroef grof melk sterkt zelf graam kerk stuurs mals bleek heltsneeuw ra braam sterk plat herfstherfst prins vert verf snee bord kerstkracht ster kords plooien kruitlicht krent want proef schaat is een vreemd graggram le lus tron strip toust draai hulp knap haast merk dwel rond spspils dru klijstop dwerg proed blond
5260113,kaart3B,nee zon rietje verkeerd alfabetish export lineaal hartelijk busma maatschappij populair honderd complex tstralend rekeningmorgenochtend lawaairig uh at je ka terst of frij teelt aanzijnlijk lichaamsdeel opa knaal beloning zen ziendelijk verandelija veranderen aandag lag aar gea aartgas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing nietmachine ne mini mneral deisv fitv a atentiv
5260114,kaart1B,pierv ze nek paas meldom zoen boot den col bied ga gaaf bal zoon pier lau bes mag os maa mat rook bij scgiel kei po poor gei ses lul buint peesvier hapkous rospuk fas dik re vuur gaap bolgwijs ta rol taal hees halve hik sousdak rug haak luia luik pe rijk gas eerdoos ramkuur va uh zeep raar druifmen doel piep o merijn gaas pin vo vok lijn ma aal ram jeuk min k koe baksen
5260114,kaart2B,lok spier twaalf winst kocgt paard sla stier bra prachte bracht wildschroef grolf melk staart zelf graankerk stu stuurs maals bleek helts sneeuw braam sterk blat herfst prins ver sneebord kerk grachtster ku kogst ploi kruit licht krent want os proef schaats vreemd gran klus troon strip toets dreij hulp knap haast merk dwijl rondspel spels drukklei stop twerg
5260114,kaart3B,nee sory rietje verkeer verkeerd ofa b ofabettis export lineaal hartelijk busmaatschappij populair honderd complex sstralend rekening morgenochtend lawirig uits rest uit rest fruit fruitteel on sa onzineluk lichaamsdeel open kanel kanel beloning zinnelijk zinnelijk veran veravernde verad eraderen aardsgas compleet vogelspin boskur temperatuur klimaat natuurtalent bo botsing ma nietmachin
5260119,kaart1B,kierzeen neck pasmildon zoon boo den cool biet gaafbal zoon pier loo besmaag os mat ropijt giel keypor geit ses lol puit pees vier hap kousros pupvas dikke reef vuurgaap boogwijsrouwtouw hees ha hal veeheksuis dakrug haakluik peul rea reij gea gas eer doos ram kuur sepra raar duifmen dol piep omerijn gaaspenwok lijn mouwraak jeuk men koebak
5260119,kaart2B,blockspier twalf winst coft paard sla stier pracht wild schroef grofmelk start zelfschraankerks stuurs maals bleek helt sneeuw braam sterplat herfst herfst prins verfsmee bord kerst ggracht ster korst plooi kruitlicht krent want proefschaats vreemd gramklut troon striptoetsen draai hulpknap haast werk dwel hond spelsdruk kleistop twerg spront blond vloer stankglimp straf
5260119,kaart3B,neusmon ritje van kirt aufabetisch export liniaal hartelijk busmaatschappij pop populair hunderd complex stralend rekening morgenochtend lawaairig uiterst fruiteelt aanzienlijk lichaamsdeel opa kaneel beloning zinderlijk veranderen aardgas compleet vogelsban bokser temperatuur klimaat nou tuurtalent botsing nietmachine minerouw reesfiet attentie soepel onder ondaa ondanks
5260121,kaart1B,gier ge nek paas mil donezun bote ten co piet g gaaf bal zoon pier louw bes magel os nat rook beit gilkeik poer geit ses lok but bees vier hap cous rous pub fansdik re vuur gaap boogewijs ra rouw tel hees hol ve hik saus dak rughaak lui bui rijk ggas eer dos ram kuur sa cep rar gurf men ul piep oom ra rej rijn gaspen
5260121,kaart2B,look spier twaalf winst kaft paard sla stier pracht wild schrouf golf melk start zels graan kerk stuur mals bleek gelt sa sneeuw bram ster blat herfst brin brin brins verf sa sne bo bort cesch ge gracht ster corch pul pul kruis liht g rent w want proefschast vriemd gre gram kre klust t tro sre
5260121,kaart3B,neus hoorn ridhe fekert aufabetisch ax bordv liniaal hartelijk busmaatschappij populair honderdcomplex stralend rekening morgenochtend lawaairig uitur t frit fruit til en zien lik lichaamsdeal opa canel bela loning gin m der der luk veranderen aardgas compleet vogelspin bokentemperatuur klimaat natuurtalent boa bootsing niets niesmachine mx x m m oh re
5260122,kaart1B,kier c nak baas meel don zon boot den co wiet gaaf bal zon pe pier low bes maah os mat roodpit geel kei poorv heit leses lo buit pees vier hap kous rous pup vaasdek revier gaat boogwijs rouw taal hees hal vee hek saus tak rug haak luik pua pul reik gas eer doos ram kur zep raar duif men dol piep oom rijn gaspen wock lijn mauraam jeuk men co bak veen borheuslaam untas rot
5260122,kaart2B,blokspeer scwolf wenst kaft paard sla stier braa bracht wild schroef goa grof melk start zelf sgraan kerk trtv stirsv mals bleek helt sneeuw braan sterk plat herst prins verf sne bordv kershv gracht sterv cortsv plooy kruit t liht krent want schaats vreemd gram kluts troon strip toets drai hulp knap haast merk dwil rond speelstreukklei stop de werg sproet blond de vloerstank glimpstraf
5260122,kaart3B,neushoorn heedje ferkeerd alfadetys export lineaal hartelijk busmaatschappij populair honderd complex stralend rekening morgenochtend lawaierig uiterst fruitzilt aanzienlijk lichaamsteel opa kanaal beloning zindelijk veranderen aardgas compleet vogelspen bokse temperatuur klimaat natuurtallent botsing nietmachine mineraal resfiets attentie soepel ondanks wijsvinger beroemd kaarshrecht
5410118,kaart1B,kir zidect baas beeldonzon boten cobit gaaf balzung wer lauw bes mar os matsrobijt geel kei poor geiten des zes nolbruid bees pier hap hap cous roup rous poep pup vassdik re wa vuur gaap boog wijsrouw taal hes haal v rik sousdak rug hak luik pul lik gas eerdoosrap keur cepra duif ben dolpiep om ren kaspin wokliyn be mou raam jeuk min koebak v geboor
5410118,kaart2B,plok speer twaalf winst ga partslaas tier pracht wil schroef golf welk stat zelf goud kerk stuurs mals blaek heltswil brabs dergk plat herfst prins ferfsteen boord kersgraf t sterkoorss plooi kruid licht krent want hoe is proefschaats vreemd a gaal gram kluns stro stripstoets draai hulpknapn haast merk dwijl rond speels tot een glistop de werg sproet plondla vloer strak glim straftind
5410118,kaart3B,deus hor de itje ferkeerd afut export lindiaal hort hortelek busmaakschapperij populair oduct complex stonsta van neeke dimoredokters nouwi uit de ske fruitbeeld azie les lichaamsdeel opa kadaal velo e beloding zinse zina z ma j zi altid weerui ahsgas compleet hoe vogels pin popsx tene tr leklibaat natuur na talent botsing niet bacide min mi deral reesfiets attan
5410119,kaart1B,kiersenik bas mil don zoon bo den col bied haaf balzoon bier lan west maag oos matterook bijt gilkejporegei zesbx we buit p pes vier hap ka kous ros pup vaasdik reek vuur gabo bogewijsbrouw tael hees ha hal vee hik sous dak rug hak luik peul rijk gas eer doa doos ronteur cebram duif meen dol pied om rin gaaspen rok rein ma raam jeuk men goe bakvin bor heus laam hoe tas hoteou dof to te tol kiesbog lavol zerbuig
5410119,kaart2B,blokspier twaalf winst kalfbaard slaastier draagt wil schoet voor melk staat zelfs graam kerk st<unk>rts maals bleek helt sneeuwbraam sterplant herfst prins verfsnee bord kerskraa gracht ster korts plooy kruit licht krent wo wowant proefschaats vreemd gang kluts tron striptoets draai hulpknap haast merk twaalf dwei ronspe speels drukkei stop dwerg spoed en blond voorstak glipgestraft tint gast snor beeld geraand langs geripsneu deram de ram stroop wensklomt stromp klaar de rag
5410119,kaart3B,neus hoorn licen vekert of of af af betisch expo liniaal uh hartelijk busmaatschappij populair onder het complex stralend rekening morgen ochtend blawaaierig ui uit erstig fruit teelt aanzienlijkslichaamsdeel opa kanaal beloning zinnelijk veranderd aardgas compleet vogels ben bora bokser temperatuur klima natuurtalent boksing nietmachine mineraal rea racevids antin attinenti soepel ondanks wijsvinger beroend kaarsgerecht proef en rijsgids absoluut in stap k tweeling voetbal binnenband aardapfel pland redding werker prima stedelijk
5410212,kaart1B,qirc nek baas nil domms zon boot den coul bied gaaf bal zoon pier lau bes maag os mat rook bij t geel kei poch geiti zes lol wuit ps vier hapkous roes pup vazen dik revuur gea gaap boogwijs ruil taal heest halve hik saus dak rug haak luik peul rijk gas eer doos raam ram kuur ceep raag duif nen dool piep onder rijn gas in wook lijn mouram jeuk min koebak veen boor heus laam oen tas rot jouw doof taak taak duik toel kies
5410212,kaart2B,blok speer twaalf winst kalfpaard slaa stier pracht wild schroef grof melk staart zelfs graan kerk sstuurs mals bleek heltsneeuw braam sterk plat herfst prins verfsmee bord kers grag gracht ster koorst plooi gruitenlicht krent wandproef schaats vreemd gram klust troon striptoets draaihulp krap haast merk duwel rond speels druk klei stop de werg sproed belond vroer vloer stankglimp straf tind
5410212,kaart3B,neushoorn ritje verkeerd alfabetisch export lineaal hartelijk busmaatschappij populair honderd complex stromstralend rekening morgenochtend blawaaierig uiterst fruit tilt aanzienlijk lichaamsdeeuw opa kanaal beloning zindelijk veroa veranderen aardgras compleit vogelspin bokster tempera temperatuur klimaat natuurtalent botsing nietmachine mineraal reisfied astentie soepel ondanka ondanks wijsvinger beroend
5410215,kaart1B,kier zee nek baas mel don zua zoen boot den koe liet ga baw zoon ier lauw des maar os mat rook bijt geel kei por geit sef ploo lon buit peesier hap kous rous bub va vas dik gees re vuur gaap boog bijs rl tel hes al ve hek sous dok rug hak luik bel duin ruk gas do ir doos ram keur ceep rai duif men dol diep oon rijn gas pin ook lin ma raam jek min kook
5410215,kaart2B,bloke speer twaalf weenst kalf paard sla stier bracht wild schroef grof melk staagt zelfs graan kerk stuugs mans blek helt sneeuw braam sterk blat herst prins verf sneebocht kegs kers raht ster o koorst plo plooi kruid li licht krent wan want proef schaats vreemd gaan gam klust stroom strip toets drijd hulp knop astmerk twel
5410215,kaart3B,neus hoor ritje vegkir af d offolbetische expocht linia hahteluk busmaatschappij para popa populair hondecht complex st stralend rekening morgenochtend lawaai eriht uitterst veluidsteelt aanzienlijk lichaamsdeel open kanel beloning zindelijk veronderen aardsvos complex voora vogelspin boker temperatuur klimaat natuurtalent boa botsing nietmachine min miniraal reifiet xn
