participant,word list,Faster-Whisper-Large-v2_VAD
5250226,kaart3B, rietje verkeerd alpettisch export lineaal hartelijk busmaatschappij populair populair honderd complex stralend rekening morgenochtend lawaairig uiterst fruitdeel aanzienlijk lichaamsdeel opa kanaal beloning ziendelijk veranderen aardgas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing niet machine mineraal racefiets soepel ondanks wijsvinger beroemd kaarsrecht proeven rijstgids
5260105,kaart1B, kierzee nek baas mil dom zoen boot den koel biet gaaf wal zoon pier lauw bes maag os mat rook bijt giel kei poor geit zes lol buiten beest vier hap kalus roes pup vaas dik ree vuur gaaf boog wijs te rauw taal ees half vee hik zuis dak rug haak lui vul rijk gas eer doos rang keur zeef raar duif men dol biet oon rijn gaas pin wolk wolk lijn maal raam jeug min maal min koe bak veen poor neus heus laan oen tas rot jouw doos taal duik toon geit zeef zeef zeef zeef zeef zeef
5260105,kaart2B, blokspeer twaalf winst kalf kaft paard sla stier pracht wild schroef grof melk staar staart zelfs graan kerk vuurs mals bleek held sneeuw braam sterk plat herfst prins werf snee bord ger kerst kers gracht ster korst plooi kruid licht krant wand proef schaats vreemd grand pluts troon strip toets draai hulp knap haast merk twijl rond speels druk klei stop dwerg sproet blond vloer stank glimp straf tent tint gast vuur beeld graaf langs griep griep
5260105,kaart3B, neushoor riekje verkeerd alfabetisch export lineaal hartelijk busmanschappij populair honderd complex stralend rekening morgenochtend lawaaijerig uiterst ruithild aanzienlijk lichaamsdeel opa kanaal beloning zinderlijk verandering aardgas compleet vogelswin boekscher temperatuur klimaat natuurtalent botsing diepmachine mineraal racefiets attentie soepel ondanks wijsvinger beroemd kaarsrecht proeven reisgids absoluut instapkaart tweelingvoetbal binnenband aardappelplant renningswerker prima stevig winkelwagen reisveld herhaling kritisch autorit herhaling
5260113,kaart1B, kier zee nek baas meel dom zoen boot den koel biet gaaf bal zoon pier lauw bes maag os mat rook bijt geel kei por geit zes lol buit pees vier hap kous roes pup vaas dik ree vuur gaap boog wijs rauw taal hees hal vee hik saus dak rug haak luik puil rijk gas eer doos ram kuur zeep raar duif men doel diep piep oom rijn gaas pin wolk lijn mouw raam jeuk min koel bak veen boer heus laam
5260113,kaart2B, blok spier twaalf winst kaft paard slaap stier pracht wild schroef grof melk staart zelfs graan kerk stuurs mals bleek held sneeuw braam sterk plat herfst herfst prins vert verf snee bord kerst kracht ster korts plooi kruid licht krent wand proef schaats vreemd graam klut troon strip toest draai hulp knap haast merk dwel rond speels druk klei stop dwerg bloed blond
5260113,kaart3B, neusarmritje verkeerd alfabetisch export lineaal hartelijk busmaatschappij populair honderd complex stralend rekening morgenochtend lawaaierig uiterst fruit teelt aanzijnlijk lichaamsdeel opa kanaal beloning aanziendelijk veranderen aandacht aardgas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing nietmachine mini mineraal racefiets autentie
5260114,kaart1B, vier zee nek baas meel dom zoen boot den koel biet gaaf bal zoon pier lauw bes mag os mat rook bijt geel kei por geit zes lol buit pees vier hap kaus roes pup vaas dik ree vuur graap boog wijs rauw taal hees halvee hik saus dak rug haak luik peul rijk gas eer doos ram kuur zeep raar druif men dol gaas pin wok lijn men
5260114,kaart2B, lok speer twaalf winst kalf paard sla stier pracht wild schroef grof melk staart zelf graan kerk stuur maals sneeuw braam sterk blad herfst vreemd gram klust troon strip toets draai hulp knap haast merk dwerg speels druk kleistop dwerg
5260114,kaart3B, neushoorn rietje verkeerd alfabetisch export lineaal hartelijk busmaatschappij populair honderd complex stralend rekening morgenochtend lawaaijerig uit rest uitrest fruit fruitteel aanzienlijk temperatuur klimaat natuurtalent bot bot machine
5260119,kaart1B, kierzee nek baas meel don zoen boot den koel biet gaaf bal zoen pier lauw bes maag os mat rook pijt giel kei poor geit zes lol puit pees vier hap kous roes pup vaas dik reef vuur gaap boog wijs rauw taal hees hal vee heek saus dak rug haak luik peul rijk gij gas eer doos ram kuur zeep raar duif men dol piep oom rijn gaas pin wok lijn mouw raak jeuk min koek bak
5260119,kaart2B, blokspeer twaalf winst kaft paard sla stier pracht wild schroef grof melk staart zelfs graan kerk stuurs mals bleek held sneeuw braan sterk plat herfst herfst prins verf snee bord kerst gracht ster korst plooi kruid licht krent wand proef schaats vreemd gram kluts troon strip toetsen draai hulp knap haast werk dwijl rond speels druk klei stop dwerg sproed blond vloer stank glimp straf
5260119,kaart3B, neushoorn rietje verkeerd alfabetisch export lineaal hartelijk busmaatschappij populair hunderd complex stralend rekening morgen ochtend lawaairig uiterst fruitteelt aanzienlijk lichaamsdeel opa kaneel beloning zinderlijk veranderen aardgas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing niet machine mineraal racefiets attentie soepel ondanks
5260121,kaart1B, hier zee nek paas meel donder zoen boter ten koel biet gaaf bal zoon pier lauw bes maag os nat rook bijt giel kijk poor geit zes lol buit beest vier hap kous roes pup vaas dik ree vuur gaap boog wijs rauw touw hees hal vee hik saus dak rug haak luip bui gas eer doos ram kuur zeep raar duif men bol piep gaas pin haak roep roep roep roep
5260121,kaart2B, blok speer twaalf winst kaft paard sla stier pracht wild schroef golf melk staart zelfs graan kerk stuur mals bleek held sneeuw braam staart blad herfst prins verf snee bord kers geracht sterp koorts popel kruid licht krent wand proef schaast vreemd gram kruik gelust troon triep
5260121,kaart3B, neushoorn rietje verkeerd alfabetisch export lineaal hartelijk busmaatschappij populair honderd complex stralend rekening morgenochtend lawaairig uiterst fruit fruit deel aanzienlijk lichaamsdeel opa kanaal beloning zinderlijk veranderen aardgas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing nietmachine mieners mienhoud mienhoud heet
5260122,kaart1B, kier zee nek baas meel dom zoen boot den koe biet gaaf bal zoon pek pier lauw wes maag os mat rook pijt geel kei por geit leses lol buit pees vier hap kaus roes pup vaas dik ree vuur graap boog wijs rauw taal heest hal vee hik saus dak rug haak luik pup pul rijk gas eer doos ram ker zeep raar duif men dol piep oom rijn gaas spin wolk lijn mouw raam jeuk min koe bak veen bor heus laan oen tas rot hiep
5260122,kaart2B, blok speer twaalf winst kaft paard sla stier pracht wild schroef grof melk staart zelfsgraan kerk sturts sturs mals bleek held sneeuw braam sterk plat herfst prins verf snee bord kers gracht ster korts plooi kruid licht krent wand poef poef schaats vreemd gram kluts troon strip toets draai hulp knap haast merk dwel rond speels druk klei stop dwerg sproet blond vloer stank glint
5260122,kaart3B, neushoorn rietje verkeerd alfabetisch export lineaal hartelijk busmaatschappij populair honderd complex stralend rekening morgenochtend lawaairig uiterst fruitveeld aanzienlijk lichaamstil opa kanaal beloning zindelijk veranderen aardgas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing niet machine mineraal racefiets attentie soepel ondanks wijsvinger beroemd kaars recht
5410118,kaart1B, kier zee dek baas meel don zoen bo ten kol biet gaaf bal zoon pier lau pes maag os mats roof pijt geel pekij por geit tes zes lol bruit bees pier hap kaus roep roes poet pup vaas dik ree wa vuur gaap boog weis rauw taal rees haal wee hik saus dak rug haak luik peul rijk kas eer doos rap keur zebra duif ben dol piep om ren kaas pien wok lijn mouw raam jeuk min koen bak veen boer
5410118,kaart2B, blok speer twaalf winst kraft paard sla stier pracht wild schroef grof melk staart zelfs graan kerk stuur smals bleek held sneeuw braan sterk plat herfst prins verp steen boord kers kraft ster korst plooi kruid licht krent wat proef proever schaats vreemd graan klunt stroon strip stoets draai hulp knap haast merk dwijl rondspeels drug kleistop dwerg sproed blond vloer strak glim straf steeds
5410118,kaart3B, neushoorn rietje verkeerd af puntie export lineaal hard hartelijk bus maatschappij populair honderd complex staal staal kwalijt rekening morgenochtend lawaai richt uiterste fruitteelt aanzienlijk lichaamsdeel opa kanaal beloning zintel veranderend artsgas compleet vogelspin boksel temperatuur klimaat natuurtalent botsing niet machine mineraal racefiets attract
5410119,kaart1B, kier zeenik bas milton zoen potem koel piet gaaf bal zoon pier lam best maag oos mat rood pijt geel kijk por geijt zes nol buit pees vier hap kaus roes pup vaas dik reek vuur gaaf boog wijs rauw taal hees hal vee hik saus dak rug hak luik peul rijt gas eer doos ram keur zebraan duif meen dol piep oom rijn gaas pin rok lijn mouw raam jeuk min koel bak veen borp heus laan hoel tas rot jouw doof dak duik tol kiesboeg lap volk zierbeug
5410119,kaart2B, blok speer twaalf winst kalf paard sla stier bracht wild schroef korp melk staart zelfs graan kerk stuurt maals bleek held sneeuw braan ster plant herfst prins verf snee bord kers gracht ster kort splooi kruid licht krent wand proef schaats vreemd gang klutsch tron strip toets draai hulp knap haast merk dwaalf dwijl rondspeels druk kei stop dwerg sproet blond voer stak glip gestraf tint gast schnoer beeld graan langs schriep sneeuw drang stroop wenst klont stromp klaar draf
5410119,kaart3B, neushoorn rietje verkeerd af af af alfabetisch expolineel hartelijk bus maatschappij populair honderd complex stralend rekening morgen ochtend lawaaierig uiterstig fruit teelt aanzienelijks lichaamsdeel opa kanaal beloning zinnelijk veranderd aardgas compleet vogelspin bokser temperatuur klimaat natuurtalent boxing niet machine mineraal racefiets antinentie soepel ondanks wijsvinger beroemd kaarsrecht proeven reisschits absoluut instapkaart tweeling voetbal binnenband aardevolplant reddingwerker prima stedelijk
5410212,kaart1B, kier zee nek baas meel dom zoen boot den koel biet gaaf bal zoon pier lauw bes maag os mat rook bijt geel kei por geit zes lol buit pis vier hap kaus roes pup vaas dik ree vuur gaap boog wijs rouw taal heest halvee hik saus dak rug haak luik peul rijk gas eer doos raam ram kuur zeep raar duif men drol piep omer rijn gaas pin wok lijn jeuk min koel bak veen boor heus laan oen tas rot jouw doof tv gelderland 2020
5410212,kaart2B, blok speer twaalf winst kalf paard sla stier pracht wild schroef grof melk staart zelfs graan kerk stuurs mals bleek held sneeuw braan herst prins velf snee bord kerst tint
5410212,kaart3B, neushoorn rietje verkeerd alfabetisch export lineaal hartelijk busmaatschappij populair honderd complex stralend rekening morgenochtend lawaaierer uiterst fruit tilt aanzienlijk lichaamsdeel opa kanaal beloning zindelijk veranderen aardgras compleet vogelspin bokster temperatuur klimaat natuurtalent botsing niet machine mineraal reeswiet absentie soepel ondanks wijsvinger beroemd
5410215,kaart1B, keer zee nek baas meel dom zoen boot den koe biet gaaf bal zoon pier lauw bes maag os mat rook bijt geel kei por geit ses lol lol buit pees vier hap kaas roes pup vaas dik reef reef vuur gaap boog wijs rauw taal hees haal vee hik saus dak rug haak luik peel peul ruik gas doel ier toes ram keur zeep raar duif men dol piep oom rijn gaas pin wolk lijn mauw ram juik min koek
5410215,kaart2B, blok speer twaalf winst kalf paard sla stier pracht wild schroef grof melk staart zelfs graan kerk stuurs mals bleek held sneeuw braam sterk plat herst prins verf snee bord kerst kracht ster korst plooi kruid licht krent wan want proef schaats vreemd graan gramft klust strom strip toets draait hulp knap haast merk dwijl
5410215,kaart3B, neushoorn rietje verkeer alfabetische export lineaal hartelijk busmaatschappij populair honderd complex stralend rekening morgenochtend lawaai uit terst geluid stilt aanzienlijk lichaamsdeel open kanaal beloning ziendelijk veranderen complex vogelspin bokser temperatuur klimaat natuurtalent botsing niet machine mineraal racefiets
